yymmdd,day_of_year,Depth,Chl,Temp,Sal,O2,NO3,PO4,POC,PON,POP,TOC,TON,TOP,BAC,PP,year,month,day
2010-06-23,174.0,99.9,0.292,18.531,36.609,217.2,1.88,0.0,17.14,4.64,0.011,60.8,7.3,123.0,6.6,0.75,2010,6,23
2010-06-23,174.0,120.0,0.117,18.417,36.602,214.1,2.67,0.0,9.91,3.12,0.004,59.0,5.7,149.0,3.3,0.06,2010,6,23
2010-06-23,174.0,139.9,0.117,18.33,36.601,214.2,3.01,0.16,5.72,2.22,0.005,56.8,5.7,190.0,3.2,-0.5,2010,6,23
2010-07-24,205.0,5.1,0.039,28.419,36.923,200.5,0.0,0.0,21.53,3.71,0.005,67.6,3.9,64.0,3.7,3.9,2010,7,24
2010-07-24,205.0,21.6,0.029,27.324,36.85,205.0,0.0,0.0,31.09,4.68,0.005,67.4,3.9,50.0,3.9,4.06,2010,7,24
2010-07-24,205.0,39.8,0.039,23.08,36.761,238.1,0.0,0.0,33.88,4.41,0.007,66.7,5.9,107.0,5.4,4.21,2010,7,24
2010-07-24,205.0,60.7,0.039,21.529,36.737,228.3,0.0,0.0,38.42,6.21,0.009,66.1,4.6,54.0,5.7,3.79,2010,7,24
2010-07-24,205.0,81.1,0.098,20.284,36.699,227.9,0.0,0.0,33.61,6.67,0.005,63.2,3.8,66.0,4.5,2.66,2010,7,24
2010-07-24,205.0,100.4,0.273,19.644,36.671,216.6,0.0,0.0,30.04,5.96,0.006,58.8,4.1,74.0,4.0,2.09,2010,7,24
2010-07-24,205.0,120.2,0.117,19.268,36.651,203.7,1.06,0.0,17.85,3.9,0.003,57.4,4.6,83.0,3.6,0.59,2010,7,24
2010-07-24,205.0,140.1,0.068,19.08,36.675,200.7,1.94,0.04,12.29,2.74,0.004,54.7,5.8,131.0,2.5,0.12,2010,7,24
2010-08-21,233.0,4.6,0.039,28.721,36.672,196.1,0.19,0.04,24.74,3.51,0.006,66.8,4.4,57.0,4.1,4.92,2010,8,21
2010-08-21,233.0,19.7,0.049,28.206,36.683,198.9,0.19,0.0,21.42,3.69,0.008,66.3,4.3,69.0,6.2,6.22,2010,8,21
2010-08-21,233.0,39.4,0.078,23.674,36.781,230.1,0.22,0.0,26.71,4.25,0.009,65.4,4.3,59.0,6.8,4.96,2010,8,21
2010-08-21,233.0,60.0,0.137,21.492,36.725,222.6,0.21,0.0,25.04,4.31,0.01,64.5,4.0,66.0,7.1,4.62,2010,8,21
2010-08-21,233.0,79.3,0.205,19.919,36.662,220.1,0.45,0.0,24.41,4.69,0.012,63.4,4.2,48.0,4.7,5.72,2010,8,21
2010-08-21,233.0,99.7,0.195,19.498,36.682,198.0,0.21,0.0,15.53,3.37,0.007,61.2,5.2,95.0,3.2,1.39,2010,8,21
2010-08-21,233.0,120.1,0.049,19.172,36.651,199.4,0.38,0.0,12.13,1.8,0.003,58.1,5.2,124.0,2.5,0.23,2010,8,21
2010-08-21,233.0,140.5,0.029,18.876,36.63,206.7,1.53,0.0,7.61,2.05,0.003,57.1,5.4,139.0,2.3,0.14,2010,8,21
2010-09-06,249.0,4.3,0.059,27.902,36.24,199.2,0.07,0.0,33.81,4.55,0.009,66.4,4.7,76.0,5.8,-2.3,2010,9,6
2010-09-06,249.0,20.8,0.059,27.459,36.241,200.5,0.07,0.0,30.24,3.42,0.009,67.0,4.1,104.0,4.4,4.73,2010,9,6
2010-09-06,249.0,39.8,0.078,24.504,36.679,210.7,0.08,0.0,33.27,4.42,0.01,65.8,4.1,80.0,4.1,2.94,2010,9,6
2010-09-06,249.0,59.7,0.156,22.416,36.739,213.0,0.06,0.0,36.49,5.3,0.008,63.6,4.2,92.0,4.0,6.33,2010,9,6
2010-09-06,249.0,79.9,0.322,21.345,36.733,210.3,0.36,0.0,34.87,5.11,0.009,62.2,4.3,74.0,3.1,4.02,2010,9,6
2010-09-06,249.0,98.2,0.117,20.143,36.692,205.2,1.18,0.0,24.41,2.97,0.005,59.8,4.7,93.0,2.7,0.48,2010,9,6
2010-09-06,249.0,120.0,0.039,19.572,36.671,204.9,1.59,0.09,18.21,2.15,0.003,58.5,5.2,127.0,2.5,0.06,2010,9,6
2010-09-06,249.0,140.4,0.01,19.269,36.654,193.7,3.05,0.11,16.04,2.1,0.003,56.7,6.3,187.0,2.1,0.06,2010,9,6
2010-10-07,280.0,4.9,0.059,25.901,36.558,204.1,0.08,0.0,24.59,3.66,0.008,67.2,4.0,40.0,6.2,2.37,2010,10,7
2010-10-07,280.0,19.9,0.059,25.94,36.52,204.2,0.09,0.0,23.56,3.84,0.007,68.0,4.4,33.0,6.2,2.08,2010,10,7
2010-10-07,280.0,39.9,0.049,25.961,36.614,205.2,0.09,0.0,35.33,4.88,0.01,66.9,4.7,24.0,7.1,0.46,2010,10,7
2010-10-07,280.0,59.4,0.107,24.902,36.531,204.2,0.09,0.0,30.92,4.88,0.008,65.9,3.9,28.0,5.8,4.3,2010,10,7
2010-10-07,280.0,79.4,0.361,23.011,36.664,207.6,0.23,0.0,31.41,5.78,0.014,62.5,4.6,51.0,5.8,4.7,2010,10,7
2010-10-07,280.0,100.5,0.234,21.285,36.711,195.9,1.35,0.05,24.53,4.29,0.009,60.1,4.8,89.0,4.8,1.36,2010,10,7
2010-10-07,280.0,120.7,0.146,20.601,36.698,194.1,1.8,0.05,38.1,5.59,0.005,57.7,5.0,106.0,3.8,0.22,2010,10,7
2010-10-07,280.0,137.7,0.019,20.058,36.677,194.9,2.39,0.06,17.54,1.71,0.002,55.6,5.0,101.0,2.3,0.13,2010,10,7
2010-12-09,343.0,3.8,0.283,22.185,36.643,210.3,0.13,0.0,22.33,4.38,0.011,65.4,4.3,63.0,4.5,4.36,2010,12,9
2010-12-09,343.0,17.7,0.292,22.191,36.643,213.4,0.13,0.0,23.43,4.63,0.012,64.5,3.6,79.0,5.9,5.93,2010,12,9
2010-12-09,343.0,38.3,0.312,22.196,36.641,209.6,0.13,0.0,22.9,4.37,0.01,65.0,3.6,91.0,6.0,3.12,2010,12,9
2010-12-09,343.0,60.0,0.283,22.195,36.639,214.3,0.14,0.0,22.98,5.35,0.011,64.4,4.0,71.0,6.3,1.85,2010,12,9
2010-12-09,343.0,78.0,0.312,22.189,36.637,210.3,0.14,0.0,18.91,4.12,0.011,63.7,4.3,77.0,5.8,-0.78,2010,12,9
2010-12-09,343.0,97.1,0.263,22.144,36.632,212.6,0.2,0.0,21.57,4.83,0.005,61.4,4.6,79.0,5.7,0.06,2010,12,9
2010-12-09,343.0,120.9,0.058,20.504,36.687,192.2,1.99,0.06,10.89,2.54,0.005,58.8,5.3,215.0,2.9,0.95,2010,12,9
2010-12-09,343.0,139.5,0.029,19.671,36.647,192.2,2.41,0.06,9.91,2.28,0.002,56.6,5.4,190.0,2.8,1.27,2010,12,9
2011-03-06,65.0,4.9,0.322,18.905,36.665,226.3,1.09,0.0,20.29,3.98,0.015,57.9,4.6,132.0,8.1,15.71,2011,3,6
2011-03-06,65.0,19.1,0.331,18.909,36.665,226.0,1.1,0.04,21.58,3.85,0.015,58.4,4.7,100.0,6.9,13.58,2011,3,6
2011-03-06,65.0,40.3,0.322,18.916,36.665,227.5,1.09,0.04,21.23,3.43,0.007,57.9,4.8,100.0,6.4,6.03,2011,3,6
2011-03-06,65.0,58.8,0.322,18.921,36.665,224.3,1.07,0.04,21.2,3.9,0.014,58.1,4.8,112.0,6.9,4.12,2011,3,6
2011-03-06,65.0,79.6,0.322,18.931,36.665,225.9,1.04,0.04,17.93,3.81,0.015,58.8,4.8,108.0,6.7,1.31,2011,3,6
2011-03-06,65.0,100.1,0.312,18.934,36.665,226.0,1.08,0.04,20.76,3.98,0.016,58.7,4.7,91.0,6.3,0.44,2011,3,6
2011-03-06,65.0,119.1,0.302,18.934,36.665,225.5,1.11,0.04,17.43,3.64,0.017,58.0,4.8,141.0,5.9,0.13,2011,3,6
2011-03-06,65.0,139.3,0.253,18.937,36.665,227.2,1.14,0.04,16.74,3.98,0.017,58.0,4.8,202.0,5.9,-0.12,2011,3,6
2011-03-27,86.0,4.2,0.302,18.932,36.677,232.0,0.14,0.0,31.67,6.17,0.011,60.4,4.6,95.0,8.1,16.25,2011,3,27
2011-03-27,86.0,19.0,0.361,18.79,36.675,232.4,0.12,0.0,39.5,8.06,0.008,60.3,4.4,104.0,7.7,15.49,2011,3,27
2011-03-27,86.0,39.1,0.448,18.79,36.675,231.9,0.13,0.0,44.15,9.51,0.0,59.9,4.6,104.0,7.3,16.41,2011,3,27
2011-03-27,86.0,59.7,0.361,18.779,36.675,229.0,0.39,0.0,32.28,7.56,0.004,59.8,4.4,83.0,7.0,6.08,2011,3,27
2011-03-27,86.0,79.7,0.205,18.753,36.673,224.8,0.87,0.0,21.34,4.85,0.001,59.8,4.7,108.0,7.4,2.01,2011,3,27
2011-03-27,86.0,99.2,0.214,18.662,36.663,224.0,1.06,0.0,29.4,7.12,0.008,57.9,5.4,116.0,6.8,0.17,2011,3,27
2011-03-27,86.0,120.0,0.127,18.497,36.636,224.0,1.39,0.05,21.54,5.48,0.001,56.7,5.7,132.0,4.8,0.08,2011,3,27
2011-03-27,86.0,140.0,0.049,18.453,36.628,218.3,1.85,0.07,14.1,3.34,0.013,55.6,5.8,120.0,4.5,0.08,2011,3,27
2011-04-07,97.0,5.4,0.341,18.63,36.666,231.0,0.57,0.07,31.48,6.25,0.016,60.8,4.3,123.0,10.7,9.2,2011,4,7
2011-04-07,97.0,20.0,0.4,18.639,36.666,231.2,0.61,0.06,42.33,8.66,0.02,61.0,4.9,149.0,11.2,19.5,2011,4,7
2011-04-07,97.0,38.5,0.429,18.642,36.666,231.3,0.6,0.0,39.02,7.75,0.023,61.0,5.4,157.0,10.2,12.14,2011,4,7
2011-04-07,97.0,60.7,0.39,18.637,36.665,230.5,0.63,0.05,47.03,10.73,0.02,60.5,5.4,145.0,11.6,4.52,2011,4,7
2011-04-07,97.0,80.2,0.351,18.583,36.66,229.7,0.78,0.07,32.01,6.97,0.016,59.9,5.5,127.0,10.5,0.85,2011,4,7
2011-04-07,97.0,100.7,0.146,18.458,36.65,222.5,1.52,0.06,19.73,4.5,0.01,59.5,5.6,161.0,7.1,0.03,2011,4,7
2011-04-07,97.0,118.7,0.029,18.384,36.643,217.2,2.3,0.12,11.95,2.75,0.008,57.6,5.7,233.0,6.7,0.01,2011,4,7
2011-04-07,97.0,138.8,0.029,18.326,36.632,220.8,2.07,0.1,15.72,2.03,0.008,56.0,5.8,209.0,6.1,-0.02,2011,4,7
2011-04-27,117.0,5.1,0.059,20.974,36.74,225.1,0.0,0.0,24.56,4.39,0.01,62.4,4.4,80.0,7.1,5.54,2011,4,27
2011-04-27,117.0,20.2,0.078,20.495,36.73,229.3,0.0,0.0,33.55,6.08,0.01,62.6,4.3,60.0,7.6,4.02,2011,4,27
2011-04-27,117.0,40.5,0.195,19.392,36.684,238.7,0.0,0.0,42.52,7.38,0.013,62.3,4.3,67.0,10.9,3.92,2011,4,27
2011-04-27,117.0,60.8,0.653,18.877,36.664,222.4,0.0,0.0,46.95,10.24,0.022,61.6,5.3,117.0,6.8,8.04,2011,4,27
2011-04-27,117.0,79.1,0.244,18.567,36.648,223.4,1.62,0.0,18.83,4.27,0.016,60.6,5.5,167.0,6.1,4.05,2011,4,27
2011-04-27,117.0,99.3,0.058,18.472,36.64,216.8,1.73,0.05,10.3,2.44,0.007,59.7,6.3,160.0,4.7,4.1,2011,4,27
2011-04-27,117.0,120.2,0.01,18.358,36.623,216.8,2.63,0.08,8.21,2.38,0.005,58.6,6.4,156.0,3.7,0.06,2011,4,27
2011-04-27,117.0,140.6,0.01,18.285,36.62,218.5,2.82,0.09,9.5,1.86,0.003,57.0,6.5,202.0,3.8,0.04,2011,4,27
2011-05-18,138.0,3.5,0.068,21.441,36.818,222.6,0.0,0.0,27.63,5.21,0.01,64.3,3.9,53.0,6.9,2.83,2011,5,18
2011-05-18,138.0,20.9,0.088,20.425,36.719,226.5,0.0,0.0,36.49,6.16,0.01,62.7,4.1,111.0,6.8,6.25,2011,5,18
2011-05-18,138.0,39.1,0.127,20.277,36.71,228.0,0.0,0.0,43.37,6.93,0.013,62.9,4.1,113.0,7.4,4.61,2011,5,18
2011-05-18,138.0,60.1,0.643,18.952,36.647,228.8,0.08,0.0,53.24,12.71,0.022,60.7,4.3,123.0,7.6,8.06,2011,5,18
2011-05-18,138.0,79.7,0.419,18.809,36.652,217.7,1.67,0.06,19.95,5.01,0.016,59.3,5.3,157.0,5.8,1.64,2011,5,18
2011-05-18,138.0,101.1,0.156,18.613,36.639,216.0,2.17,0.06,14.22,3.34,0.007,57.6,5.9,203.0,4.3,0.41,2011,5,18
2011-05-18,138.0,120.1,0.078,18.468,36.632,213.3,2.39,0.08,9.38,2.25,0.005,56.7,5.9,207.0,3.5,-0.02,2011,5,18
2011-05-18,138.0,139.9,0.01,18.346,36.621,213.3,2.68,0.12,4.64,1.54,0.003,55.5,6.0,200.0,2.9,-0.04,2011,5,18
2011-06-16,167.0,4.3,0.078,23.739,36.694,213.3,0.11,0.04,31.07,4.85,0.013,66.0,4.7,110.0,8.5,4.66,2011,6,16
2011-06-16,167.0,19.3,0.088,23.237,36.792,214.2,0.11,0.04,36.09,5.48,0.015,65.5,4.3,110.0,7.4,4.56,2011,6,16
2011-06-16,167.0,41.1,0.166,21.031,36.738,229.3,0.11,0.0,50.74,7.92,0.011,65.2,4.1,88.0,7.6,6.86,2011,6,16
2011-06-16,167.0,58.7,0.283,20.495,36.732,228.3,0.11,0.0,42.38,7.7,0.032,63.3,4.2,136.0,8.3,9.06,2011,6,16
2011-06-16,167.0,80.4,0.322,19.616,36.697,221.6,0.31,0.0,28.22,5.35,0.018,60.1,4.4,123.0,6.6,2.73,2011,6,16
2011-06-16,167.0,99.9,0.253,19.268,36.687,214.7,0.65,0.0,25.66,5.29,0.013,57.6,4.7,117.0,6.8,1.2,2011,6,16
2011-06-16,167.0,119.3,0.146,18.974,36.669,216.2,1.35,0.06,14.87,2.75,0.01,55.5,4.8,126.0,5.4,0.18,2011,6,16
2011-06-16,167.0,141.0,0.107,18.779,36.653,212.7,1.86,0.07,10.22,2.49,0.007,54.9,5.7,182.0,3.8,0.06,2011,6,16
2011-07-07,188.0,4.9,0.039,27.485,36.902,201.3,0.11,0.0,19.77,3.75,0.009,67.1,4.3,135.0,6.9,1.97,2011,7,7
2011-07-07,188.0,19.6,0.059,24.221,36.709,215.4,0.11,0.0,31.9,5.15,0.013,67.2,4.0,141.0,8.4,3.06,2011,7,7
2011-07-07,188.0,40.3,0.078,21.567,36.738,234.1,0.11,0.0,40.23,6.42,0.015,66.8,4.7,132.0,7.7,4.88,2011,7,7
2011-07-07,188.0,60.9,0.195,20.459,36.713,227.8,0.11,0.04,43.44,7.56,0.017,63.4,4.0,128.0,7.5,4.18,2011,7,7
2011-07-07,188.0,80.0,0.361,19.521,36.67,223.7,0.18,0.04,31.13,5.97,0.013,59.2,4.5,139.0,6.8,2.35,2011,7,7
2011-07-07,188.0,99.3,0.244,18.99,36.653,211.2,1.36,0.06,25.03,5.71,0.006,55.2,4.8,145.0,6.3,1.54,2011,7,7
2011-07-07,188.0,120.8,0.136,18.696,36.643,210.0,2.25,0.1,14.91,3.68,0.008,57.1,5.3,204.0,5.4,0.31,2011,7,7
2011-07-07,188.0,139.5,0.078,18.484,36.624,209.5,2.84,0.14,9.75,2.79,0.012,56.3,5.8,250.0,4.0,-0.12,2011,7,7
2011-09-13,256.0,5.6,0.059,28.295,36.713,201.8,0.0,0.0,25.3,3.15,0.01,68.6,4.3,42.0,5.4,2.01,2011,9,13
2011-09-13,256.0,19.6,0.059,28.114,36.703,199.8,0.0,0.0,37.55,0.0,0.009,67.5,4.2,42.0,5.5,1.98,2011,9,13
2011-09-13,256.0,39.3,0.078,25.566,36.855,232.0,0.0,0.0,40.61,2.44,0.012,67.0,4.1,42.0,5.7,2.11,2011,9,13
2011-09-13,256.0,59.5,0.098,22.836,36.889,231.7,0.0,0.0,24.26,0.72,0.012,66.2,4.3,32.0,5.9,1.14,2011,9,13
2011-09-13,256.0,80.0,0.166,21.272,36.79,224.3,0.0,0.0,17.45,1.28,0.013,64.7,4.1,32.0,6.1,1.03,2011,9,13
2011-09-13,256.0,99.5,0.214,20.842,36.794,211.8,0.0,0.0,11.77,0.94,0.011,60.4,4.4,34.0,5.1,0.76,2011,9,13
2011-09-13,256.0,119.8,0.224,19.593,36.701,200.4,0.49,0.0,11.69,0.56,0.015,56.9,4.5,59.0,4.7,0.31,2011,9,13
2011-09-13,256.0,139.0,0.117,19.166,36.671,207.1,0.64,0.05,3.25,0.59,0.019,55.1,5.1,92.0,3.2,0.05,2011,9,13
2011-11-01,305.0,5.2,0.166,26.008,36.169,202.2,0.0,0.0,23.83,4.41,0.013,67.6,4.4,58.0,6.6,5.84,2011,11,1
2011-11-01,305.0,18.6,0.166,26.022,36.169,203.2,0.0,0.0,27.33,5.08,0.013,67.5,4.1,45.0,6.2,6.95,2011,11,1
2011-11-01,305.0,41.1,0.146,26.024,36.17,202.3,0.0,0.0,21.68,3.96,0.011,67.3,4.7,62.0,5.9,4.87,2011,11,1
2011-11-01,305.0,59.9,0.098,26.016,36.174,201.9,0.0,0.0,20.71,3.82,0.012,65.9,4.6,41.0,6.2,3.43,2011,11,1
2011-11-01,305.0,81.5,0.283,26.017,36.365,196.0,0.0,0.0,25.57,4.22,0.013,64.0,4.5,55.0,6.0,2.08,2011,11,1
2011-11-01,305.0,98.7,0.176,23.785,36.693,195.0,0.33,0.0,18.23,3.49,0.009,59.4,4.4,51.0,5.6,0.74,2011,11,1
2011-11-01,305.0,119.0,0.098,22.011,36.763,188.7,1.42,0.0,15.15,2.76,0.006,56.1,5.2,81.0,3.2,0.15,2011,11,1
2011-11-01,305.0,139.5,0.059,20.929,36.752,188.4,1.88,0.06,8.45,1.84,0.005,54.5,5.5,110.0,3.5,0.0,2011,11,1
2012-06-19,171.0,4.4,0.059,22.875,36.331,217.5,0.07,0.0,24.35,3.95,0.011,65.4,4.5,44.0,6.6,5.51,2012,6,19
2012-06-19,171.0,21.1,0.078,22.863,36.36,218.0,0.07,0.0,31.53,4.98,0.009,65.1,4.8,44.0,6.7,3.7,2012,6,19
2012-06-19,171.0,40.4,0.098,20.485,36.587,231.5,0.07,0.0,28.81,4.65,0.011,65.1,4.8,95.0,6.3,2.6,2012,6,19
2012-06-19,171.0,60.5,0.146,19.738,36.586,234.2,0.07,0.05,34.45,5.66,0.015,64.1,4.2,38.0,6.3,5.14,2012,6,19
2012-06-19,171.0,78.7,0.214,19.532,36.586,231.7,0.07,0.0,26.06,4.71,0.015,61.7,4.2,34.0,6.6,3.75,2012,6,19
2012-06-19,171.0,100.3,0.37,19.508,36.585,220.4,0.6,0.0,24.68,4.71,0.015,60.6,4.8,45.0,7.7,0.99,2012,6,19
2012-06-19,171.0,119.9,0.146,19.362,36.575,218.5,1.16,0.0,11.62,2.49,0.007,58.6,5.2,54.0,3.8,0.13,2012,6,19
2012-06-19,171.0,140.8,0.049,19.329,36.573,218.5,1.18,0.0,7.94,2.04,0.007,56.8,4.7,54.0,3.8,0.01,2012,6,19
2012-07-13,195.0,4.3,0.049,26.851,36.408,205.0,0.0,0.0,20.57,7.67,0.008,66.9,4.6,44.0,0.7,5.63,2012,7,13
2012-07-13,195.0,19.7,0.049,24.815,36.39,216.4,0.0,0.0,29.69,6.45,0.011,65.6,4.6,43.0,0.7,2.31,2012,7,13
2012-07-13,195.0,39.2,0.078,22.271,36.556,230.7,0.0,0.0,29.33,6.64,0.011,65.2,4.4,51.0,0.9,5.33,2012,7,13
2012-07-13,195.0,60.0,0.156,20.299,36.592,227.5,0.0,0.0,34.89,7.21,0.013,64.1,4.1,46.0,0.7,4.32,2012,7,13
2012-07-13,195.0,81.6,0.41,19.654,36.587,220.3,0.16,0.0,36.54,9.23,0.019,62.8,4.7,57.0,0.9,4.99,2012,7,13
2012-07-13,195.0,98.6,0.0,19.367,36.568,218.2,0.62,0.0,20.79,14.67,0.012,61.6,4.9,49.0,0.6,1.52,2012,7,13
2012-07-13,195.0,119.2,0.049,19.259,36.569,215.6,1.2,0.04,12.65,7.58,0.008,60.8,4.7,78.0,0.5,0.13,2012,7,13
2012-07-13,195.0,140.2,0.01,19.166,36.57,213.3,1.62,0.05,9.71,4.99,0.006,59.4,4.9,101.0,0.6,-0.04,2012,7,13
2012-08-21,234.0,4.5,0.147,28.549,36.296,197.4,0.0,0.0,24.14,6.02,0.007,67.2,4.5,31.0,5.1,4.74,2012,8,21
2012-08-21,234.0,18.1,0.059,28.573,36.338,198.3,0.0,0.0,19.77,5.33,0.007,66.6,4.8,28.0,5.6,3.58,2012,8,21
2012-08-21,234.0,38.4,0.078,24.929,36.498,225.4,0.0,0.0,28.57,6.71,0.009,65.6,4.3,38.0,6.4,2.18,2012,8,21
2012-08-21,234.0,60.2,0.176,22.32,36.654,231.6,0.0,0.0,29.0,6.7,0.013,63.7,4.0,38.0,7.2,2.78,2012,8,21
2012-08-21,234.0,78.4,0.254,20.759,36.644,225.3,0.0,0.0,28.68,7.02,0.014,62.3,4.7,78.0,6.5,2.67,2012,8,21
2012-08-21,234.0,99.3,0.244,19.955,36.62,216.7,0.17,0.0,21.13,5.44,0.011,59.7,4.6,42.0,6.5,2.12,2012,8,21
2012-08-21,234.0,120.2,0.137,19.506,36.599,209.5,1.28,0.05,18.65,4.87,0.007,58.3,4.6,61.0,3.5,0.43,2012,8,21
2012-08-21,234.0,139.3,0.078,19.279,36.578,208.9,1.68,0.07,13.12,3.61,0.004,57.1,5.4,49.0,3.5,0.1,2012,8,21
2012-09-13,257.0,7.1,0.078,27.564,36.444,200.6,0.0,0.0,22.37,4.79,0.006,68.0,4.1,38.0,5.8,4.17,2012,9,13
2012-09-13,257.0,20.4,0.088,27.57,36.442,200.5,0.0,0.0,31.3,5.24,0.008,66.6,4.2,38.0,6.2,3.33,2012,9,13
2012-09-13,257.0,40.7,0.088,27.443,36.44,224.9,0.0,0.0,37.42,6.47,0.007,65.5,4.7,40.0,6.5,2.08,2012,9,13
2012-09-13,257.0,60.1,0.127,22.597,36.692,238.0,0.0,0.0,32.58,5.23,0.009,64.9,5.0,40.0,7.0,1.55,2012,9,13
2012-09-13,257.0,80.5,0.205,21.329,36.679,230.4,0.0,0.0,36.04,6.47,0.008,63.9,4.5,33.0,6.6,1.01,2012,9,13
2012-09-13,257.0,99.8,0.263,20.531,36.672,223.0,0.0,0.0,28.95,5.42,0.008,61.1,4.4,38.0,5.1,0.68,2012,9,13
2012-09-13,257.0,121.2,0.175,20.053,36.643,216.6,0.05,0.0,24.0,3.86,0.006,57.9,5.0,38.0,3.7,0.29,2012,9,13
2012-09-13,257.0,140.6,0.097,19.65,36.621,206.5,0.66,0.0,21.08,4.12,0.007,57.5,4.7,46.0,3.8,0.43,2012,9,13
2012-10-20,294.0,5.8,0.068,25.743,36.377,204.0,0.0,0.0,20.47,4.01,0.007,68.1,4.6,35.0,4.8,3.52,2012,10,20
2012-10-20,294.0,20.8,0.068,25.739,36.377,204.3,0.0,0.0,19.75,3.43,0.007,67.1,4.6,48.0,6.2,2.66,2012,10,20
2012-10-20,294.0,39.7,0.068,25.692,36.38,204.3,0.0,0.0,27.64,5.19,0.005,65.9,4.4,43.0,6.0,3.2,2012,10,20
2012-10-20,294.0,60.5,0.156,22.62,36.654,206.7,0.0,0.0,26.02,4.72,0.011,64.8,4.2,48.0,6.0,3.24,2012,10,20
2012-10-20,294.0,79.9,0.254,20.846,36.646,230.2,0.0,0.0,15.98,2.77,0.009,64.1,4.4,46.0,5.1,1.75,2012,10,20
2012-10-20,294.0,100.5,0.195,20.331,36.621,225.0,0.0,0.0,16.59,3.1,0.008,63.1,4.8,56.0,5.6,0.6,2012,10,20
2012-10-20,294.0,120.2,0.146,20.06,36.605,218.6,0.31,0.0,15.93,3.03,0.006,61.1,4.8,43.0,4.5,0.23,2012,10,20
2012-10-20,294.0,140.7,0.098,19.886,36.603,209.9,0.63,0.0,11.42,1.79,0.005,59.2,4.4,52.0,3.3,0.18,2012,10,20
2012-11-15,320.0,6.1,0.176,24.121,36.284,208.8,0.0,0.0,49.75,5.19,0.01,68.1,4.5,60.0,6.6,6.33,2012,11,15
2012-11-15,320.0,19.9,0.185,24.133,36.286,208.4,0.0,0.0,47.62,5.13,0.012,67.7,4.0,72.0,7.3,7.7,2012,11,15
2012-11-15,320.0,39.0,0.264,23.856,36.32,207.9,0.0,0.0,46.98,4.5,0.012,66.2,5.3,47.0,7.0,5.58,2012,11,15
2012-11-15,320.0,60.7,0.224,23.093,36.377,198.9,0.62,0.0,46.7,4.12,0.013,65.7,4.9,113.0,5.0,1.59,2012,11,15
2012-11-15,320.0,80.2,0.068,23.103,36.713,189.4,1.68,0.07,25.3,2.84,0.005,64.0,4.8,113.0,3.8,0.47,2012,11,15
2012-11-15,320.0,99.2,0.049,21.202,36.637,186.5,2.37,0.09,39.0,2.46,0.006,62.7,4.7,131.0,3.7,0.18,2012,11,15
2012-11-15,320.0,120.2,0.01,20.342,36.62,191.6,1.95,0.06,30.54,1.89,0.004,60.9,4.8,91.0,2.9,-0.02,2012,11,15
2012-11-15,320.0,139.4,0.029,19.848,36.609,197.9,1.82,0.07,32.62,2.4,0.003,59.4,5.3,106.0,2.9,-0.23,2012,11,15
2012-12-12,347.0,5.3,0.137,22.586,36.432,213.7,0.0,0.0,29.59,4.55,0.011,67.9,4.0,53.0,7.0,3.5,2012,12,12
2012-12-12,347.0,19.9,0.137,22.589,36.432,213.5,0.0,0.0,40.12,5.01,0.011,67.3,4.3,50.0,7.8,4.38,2012,12,12
2012-12-12,347.0,40.2,0.283,22.479,36.438,211.3,0.0,0.0,37.9,5.99,0.013,66.2,4.0,53.0,6.4,3.69,2012,12,12
2012-12-12,347.0,59.5,0.254,22.433,36.461,210.6,0.1,0.0,43.73,5.01,0.012,65.1,4.4,56.0,4.6,3.12,2012,12,12
2012-12-12,347.0,80.7,0.195,21.982,36.659,209.7,0.29,0.0,37.26,3.38,0.011,63.8,4.1,57.0,4.8,1.24,2012,12,12
2012-12-12,347.0,100.3,0.088,21.161,36.708,212.6,0.38,0.0,26.22,3.06,0.005,62.8,4.4,46.0,4.7,-0.12,2012,12,12
2012-12-12,347.0,119.7,0.049,20.418,36.672,207.9,0.39,0.0,33.27,2.14,0.0,61.9,4.1,48.0,3.2,-0.07,2012,12,12
2012-12-12,347.0,140.7,0.01,19.89,36.612,197.9,1.73,0.05,34.31,2.34,0.004,59.2,6.9,88.0,3.1,0.17,2012,12,12
2013-01-23,23.0,6.6,0.254,20.892,36.512,218.5,0.0,0.0,13.99,3.63,0.015,66.2,4.0,37.0,8.6,10.34,2013,1,23
2013-01-23,23.0,21.0,0.273,20.895,36.511,218.5,0.0,0.0,22.19,5.62,0.019,66.3,4.9,37.0,7.2,9.24,2013,1,23
2013-01-23,23.0,41.2,0.273,20.901,36.511,218.5,0.0,0.0,15.92,3.95,0.015,66.0,4.8,53.0,6.9,5.5,2013,1,23
2013-01-23,23.0,60.0,0.273,20.909,36.511,218.4,0.0,0.0,19.41,4.46,0.015,65.2,4.6,40.0,7.1,2.26,2013,1,23
2013-01-23,23.0,80.7,0.283,20.494,36.507,218.5,0.0,0.0,17.16,4.21,0.013,64.3,4.7,60.0,5.0,0.83,2013,1,23
2013-01-23,23.0,99.8,0.273,20.908,36.51,218.6,0.07,0.0,17.41,4.14,0.017,63.2,4.6,48.0,5.5,0.17,2013,1,23
2013-01-23,23.0,119.8,0.107,20.695,36.499,213.4,0.33,0.0,27.18,3.37,0.011,62.4,4.5,49.0,5.0,0.11,2013,1,23
